"entry_id";"country";"description";"designation";"points";"price";"province";"region";"taster_name";"title";"variety";"winery"
"119622";"Austria";"Freshly cut red apples on the nose are very appetizing. The palate adds an strawberry note with frothy, refreshing and lively bubbles. This is an exquisite summer wine, spelling ease, joy and refreshment, with a just off-dry finish. It virtually calls for a picnic basket.";"Rosé";"88";"19";"Burgenland";NA;"Anne Krebiehl MW";"Tinhof NV Rosé Blaufränkisch (Burgenland)";"Blaufränkisch";"Tinhof"
"119544";"Austria";"This light, very fresh wine shows crispness, citrus and grapefruit flavors and lively acidity. An easy to drink, low in alcohol, summer afternoon wine. Screwcap.";"Lust und Laune";"85";"14";"Niederösterreich";NA;"Roger Voss";"Zull 2007 Lust und Laune Grüner Veltliner (Niederösterreich)";"Grüner Veltliner";"Zull"
"119515";"Austria";"Warm and juicy, this has a typical rustic edge. It's packed with plum and dark prune flavors, with a rounded and soft mouthfeel that's layered with attractive acidity. Glass stopper.";NA;"87";"37";"Burgenland";NA;"Rоgеr Vоss";"Gernot and Heike Heinrich 2009 St. Laurent (Burgenland)";"St. Laurent";"Gernot and Heike Heinrich"
"119515";"Austria";"Warm and juicy, this has a typical rustic edge. It's packed with plum and dark prune flavors, with a rounded and soft mouthfeel that's layered with attractive acidity. Glass stopper.";NA;"87";"37";"Burgenland";NA;"Roger Voss";"Gernot and Heike Heinrich 2009 St. Laurent (Burgenland)";"St. Laurent";"Gernot and Heike Heinrich"
"119512";"Austria";"A perfumed wine from the Krems Vineyards, with flavors of white fruits, currants and tangy kiwis. It is poised and elegant, with an exquisite fresh aftertaste. Screwcap.";"Donau Riesling";"87";NA;"Kremstal";NA;"Rоgеr Vоss";"Forstreiter 2011 Donau Riesling Riesling (Kremstal)";"Riesling";"Forstreiter"
"119503";"Austria";"Soft and raspberry-flavored, this has an earthy note and jammy texture. It has tannins that are buried firmly in the sweet fruit and acidity. Screwcap.";NA;"87";"20";"Thermenregion";NA;"Roger Voss";"Johanneshof Reinisch 2010 Pinot Noir (Thermenregion)";"Pinot Noir";"Johanneshof Reinisch"
"119503";"Austria";"Soft and raspberry-flavored, this has an earthy note and jammy texture. It has tannins that are buried firmly in the sweet fruit and acidity. Screwcap.";NA;"87";"20";"Thermenregion";NA;"Rogеr Voss";"Johanneshof Reinisch 2010 Pinot Noir (Thermenregion)";"Pinot Noir";"Johanneshof Reinisch"
"119423";"Austria";"A very subtle nose gives a mere glimpse of lemon zest, the palate delivers a thrillingly pure and exquisitely honest flavor that suggests clear mountain lakes and clean Alpine air. This is bracing and fresh, delicate and lemon-scented from the first sniff to the last echoing aftertaste. This could be dangerously addictive with its concentrated but ultraslender features.";"Gaisberg Reserve";"93";"30";"Kamptal";NA;"Anne Krebiehl MW";"Schloss Gobelsburg 2014 Gaisberg Reserve Riesling (Kamptal)";"Riesling";"Schloss Gobelsburg"
"119421";"Austria";"Taut and spicy, showing pear and savory tones, this is a slender but archetypal Grüner with a spring in its step. The palate is toned but full of verve with bundled citrus at its core. The liveliness belies the seriousness of the concentrated palate. This is a joy.";"Käferberg Reserve";"93";"48";"Kamptal";NA;"Anne Krebiehl MW";"Jurtschitsch 2014 Käferberg Reserve Grüner Veltliner (Kamptal)";"Grüner Veltliner";"Jurtschitsch"
"119421";"Austria";"Taut and spicy, showing pear and savory tones, this is a slender but archetypal Grüner with a spring in its step. The palate is toned but full of verve with bundled citrus at its core. The liveliness belies the seriousness of the concentrated palate. This is a joy.";"Käferberg Reserve";"93";"48";"Kamptal";NA;"Anne Krebiehl MW";"Jurtschitsch 2014 Käferberg Reserve Grüner Veltliner (Kamptal)";"Grüner Veltliner";"Jurtschitsch"
"119420";"Austria";"An almost minty lift puts a very different spin on the blueberry fruit. The toned but concentrated palate sings with full fruit and juicy freshness, but there is a solid base with a dense, muscular texture. Tannins are ripe but the defining factor is a juicy, appetizing freshness.";"Goldberg Alte Reben";"93";"44";"Burgenland";NA;"Annе Krеbiеhl MW";"Johann Heinrich 2011 Goldberg Alte Reben Blaufränkisch (Burgenland)";"Blaufränkisch";"Johann Heinrich"
"119418";"Austria";"An incredibly peachy, fragrant nose is utterly appetising and inviting with oaky softness. The palate shows the same mild, fruit-forward flavor. While the fruit is plump, the wine itself is sprightly and fresh, on very light feet with a wonderfully soft and fresh texture. Right now, the peachy aroma shines.";"Hommage Reserve";"93";"19";"Weinviertel";NA;"Annе Krеbiеhl MW";"R&A; Pfaffl 2014 Hommage Reserve Grüner Veltliner (Weinviertel)";"Grüner Veltliner";"R&A; Pfaffl"
"119418";"Austria";"An incredibly peachy, fragrant nose is utterly appetising and inviting with oaky softness. The palate shows the same mild, fruit-forward flavor. While the fruit is plump, the wine itself is sprightly and fresh, on very light feet with a wonderfully soft and fresh texture. Right now, the peachy aroma shines.";"Hommage Reserve";"93";"19";"Weinviertel";NA;"Anne Krebiehl MW";"R&A; Pfaffl 2014 Hommage Reserve Grüner Veltliner (Weinviertel)";"Grüner Veltliner";"R&A; Pfaffl"
"119416";"Austria";"The nose does not want to give any more away than a yeasty, savory glint. On the palate, this evolves into a peppery, herbal core with real texture and depth. Fruit, apart from citrus, remains hidden for now, still held in that primary, yeasty center that already sends out sprays of spice. Delicious and intriguing now, probably even more interesting in the coming two to three years.";"Reserve Frauenweingärten";"93";"27";"Wachau";NA;"Annе Krеbiеhl MW";"Fischer 2014 Reserve Frauenweingärten Grüner Veltliner (Wachau)";"Grüner Veltliner";"Fischer"
"119408";"Austria";"A very creamy nose hovers over a herb-spiced apple palate, the nutty oak flavors are still obvious and will take a little time to become subdued, but the fruity, savory core of this wine is built to last and presents an unusual but dependable, friendly and durable counterpoint to all manner of foods. Don't miss this individualistic treat which was fermented on its skins.";"Gemischter Satz Herr Bernhardt";"93";"73";"Niederösterreich";NA;"Anne Krebiehl MW";"Ingrid Groiss 2013 Gemischter Satz Herr Bernhardt White (Niederösterreich)";"Austrian white blend";"Ingrid Groiss"
"119407";"Austria";"Nervy bundles of flavor present themselves on the nose and unfold fully on the palate: a streak of pure lemon, the zest of pink grapefruit, the tanginess of Seville orange rind. They close in with a laser-sharp focus on a slender but concentrated palate that finishes with exquisite purity. This is raciness defined.";"Kogelberg Reserve";"93";NA;"Kamptal";NA;"Annе Krеbiеhl MW";"Hiedler 2014 Kogelberg Reserve Riesling (Kamptal)";"Riesling";"Hiedler"
"119407";"Austria";"Nervy bundles of flavor present themselves on the nose and unfold fully on the palate: a streak of pure lemon, the zest of pink grapefruit, the tanginess of Seville orange rind. They close in with a laser-sharp focus on a slender but concentrated palate that finishes with exquisite purity. This is raciness defined.";"Kogelberg Reserve";"93";NA;"Kamptal";NA;"Anne Krebiehl MW";"Hiedler 2014 Kogelberg Reserve Riesling (Kamptal)";"Riesling";"Hiedler"
"119405";"Austria";"Notions of ripe, red apple are deliciously pervaded by spiky lemon freshness, creating a tension between tart crispness and inviting ripeness—much like a perfectly balanced apple itself—just supercharged and concentrated. This seems to have a drive all of its own and a luminous, appetizing, irresistible fruitiness.";"Seeberg Reserve";"93";"40";"Kamptal";NA;"Anne Krebiehl MW";"Weszeli 2014 Seeberg Reserve Riesling (Kamptal)";"Riesling";"Weszeli"
"119403";"Austria";"The slightest hints of mirabelle plum and peach play on the nose. The body is of exquisite lightness and an almost weightless elegance that swings and vibrates with soft citrus notes. This is slender and fresh, lemon-scented and subtle with a caressing, gossamer but nonetheless citric finish.";"Kellerberg Smaragd";"93";"49";"Wachau";NA;"Anne Krebiehl MW";"Domäne Wachau 2014 Kellerberg Smaragd Grüner Veltliner (Wachau)";"Grüner Veltliner";"Domäne Wachau"
"119177";"Austria";"This is intensely rich, with very concentrated ripe fruit. Apple and peach flavors are cut by acidity. A note of pepper details the finish. Age for 3–4 years.";"Tabor Reserve Die Räritat";"93";"36";"Kremstal";NA;"Roger Voss";"Forstreiter 2010 Tabor Reserve Die Räritat Grüner Veltliner (Kremstal)";"Grüner Veltliner";"Forstreiter"
"119175";"Austria";"From the single vineyard Engelreich—which translates to the angel's kingdom—this is rich, with a concentration of perfumed fruit and intense layers of minerality. It has spice, kiwi and pink grapefruit flavors. This is a wine that needs to age for several years. Screwcap.";"Engelreich";"93";"25";"Traisental";NA;"Roger Voss";"Markus Huber 2011 Engelreich Riesling (Traisental)";"Riesling";"Markus Huber"
"119174";"Austria";"With its richness and complex wood and spice character, this is an ageworthy wine. It has weight and concentration, with a series of flavors that go deep into the powerful interior. Tropical fruit notes balance with the wine's herbal edge.";"Zieregg Grosse Lage";"93";NA;"Südsteiermark";NA;"Roger Voss";"Manfred Tement 2009 Zieregg Grosse Lage Sauvignon Blanc (Südsteiermark)";"Sauvignon Blanc";"Manfred Tement"
"119174";"Austria";"With its richness and complex wood and spice character, this is an ageworthy wine. It has weight and concentration, with a series of flavors that go deep into the powerful interior. Tropical fruit notes balance with the wine's herbal edge.";"Zieregg Grosse Lage";"93";NA;"Südsteiermark";NA;"Roger Voss";"Manfred Tement 2009 Zieregg Grosse Lage Sauvignon Blanc (Südsteiermark)";"Sauvignon Blanc";"Manfred Tement"
"119161";"Austria";"This enormously gluggable wine is like an ode to cherries, both red and black. This has a textured palate but remains light and is very attractive in its fresh-faced, straightforward style with barely-there tannins and ample, generous fruit. If you love lighter yet full-fruited reds this will be your winner.";NA;"91";NA;"Thermenregion";NA;"Annе Krеbiеhl MW";"Stift Klosterneuburg 2013 Zweigelt (Thermenregion)";"Zweigelt";"Stift Klosterneuburg"
"119157";"Austria";"This is a very zesty Grüner where yeasty, earthy notes are completely cut through with the wonderful, bracing freshness of grapefruit peel. The more usual fruit of green pears lurks underneath but the overall picture is one of lip-smacking refreshment. Wonderfully clean and zingy finish.";"Ried Steinsetz Reserve";"91";"24";"Kamptal";NA;"Anne Krebiehl MW";"Schloss Gobelsburg 2014 Ried Steinsetz Reserve Grüner Veltliner (Kamptal)";"Grüner Veltliner";"Schloss Gobelsburg"
"119157";"Austria";"This is a very zesty Grüner where yeasty, earthy notes are completely cut through with the wonderful, bracing freshness of grapefruit peel. The more usual fruit of green pears lurks underneath but the overall picture is one of lip-smacking refreshment. Wonderfully clean and zingy finish.";"Ried Steinsetz Reserve";"91";"24";"Kamptal";NA;"Annе Krеbiеhl MW";"Schloss Gobelsburg 2014 Ried Steinsetz Reserve Grüner Veltliner (Kamptal)";"Grüner Veltliner";"Schloss Gobelsburg"
"119155";"Austria";"An almost neutral nose opens into a zesty, light-bodied palate that swings with yeasty savoriness and a whole lot of grapefruit zest. Slender, focused and very refreshing. Goes down easily and has that moreish tanginess.";"Wiener";"91";"20";"Vienna";NA;"Anne Krebiehl MW";"Wieninger 2014 Wiener Grüner Veltliner (Vienna)";"Grüner Veltliner";"Wieninger"
"118999";"Austria";"The palest pink fizz exudes notes of tart blackcurrant and aromatic blackcurrant leaf in this rare Cabernet Sauvignon-based sparkling. The palate is light, dry, softly fizzing and ticks all the boxes of an elegant, refreshing traditional-method sparkling wine. The blackcurrant notions are softer on the palate but they echo with every tiny bubble that bursts. This has enough structure to go from apéritif through to food, in fact, creative cooks may find this will chime with their subtle creations.";"Cabernet Sauvignon Rosé";"91";"29";"Österreichischer Sekt";NA;"Anne Krebiehl MW";"Steininger 2013 Cabernet Sauvignon Rosé Sparkling (Österreichischer Sekt)";"Sparkling Blend";"Steininger"
"118997";"Austria";"The brazing lemon freshness of this non-dosed pink sparkler almost sweeps across all the delicious strawberry fruit contained within. The refreshment factor is supreme but if you care to look, there are subtle shades of tart berries: redcurrant and wild strawberry. The slender palate is streamlined, a fact made even more compelling by the very fine, persistent but unobtrusive mousse. This is a sophisticated, sparkling rosé, with a spring in its step and a glint in its eye.";"Brut Nature Rosé";"91";"30";"Österreichischer Sekt";NA;"Anne Krebiehl MW";"Salomon-Undhof 2012 Brut Nature Rosé Sparkling (Österreichischer Sekt)";"Sparkling Blend";"Salomon-Undhof"
"118952";"Austria";"Crushed boysenberry is foremost on the nose and palate, while a rounded, supple but defined structure makes this a winning choice for subtle foods. There is both elegance and length and a lovely, integrated touch of well-handled oaky vanilla.";"Goldberg";"90";NA;"Burgenland";NA;"Annе Krеbiеhl MW";"Birgit Braunstein 2011 Goldberg Zweigelt (Burgenland)";"Zweigelt";"Birgit Braunstein"
"118848";"Austria";"This easy-drinking white marries citrus and green pear with just a hint of herbal spice. Simple and straightforward, it would make a refreshing, light-bodied party-pleaser.";"Wogenrain";"87";NA;"Wagram";NA;"Anne Krebiehl MW";"Soellner 2014 Wogenrain Grüner Veltliner (Wagram)";"Grüner Veltliner";"Soellner"
"118796";"Austria";"Green pear peel and fresh pear flesh make for an inviting easy nose. Both reappear on the juicy, fresh and easy palate. The finish packs a warming punch.";"Ried Aichleiten Reserve";"89";"22";"Weinviertel";NA;"Annе Krеbiеhl MW";"Schwarzböck 2015 Ried Aichleiten Reserve Grüner Veltliner (Weinviertel)";"Grüner Veltliner";"Schwarzböck"
"118795";"Austria";"A subdued nose leads onto a subtle citrus-edged palate of grapefruit and lemon peel with some richer notions of lemon oil appearing here and there. This is an understated, fresh and clean Riesling.";"Auichleiten Reserve";"89";"22";"Niederösterreich";NA;"Anne Krebiehl MW";"Schwarzböck 2015 Auichleiten Reserve Riesling (Niederösterreich)";"Riesling";"Schwarzböck"
"118626";"Austria";"A soft and rounded wine, packed with typical juicy blueberry flavors. The wine has bright acidity, its tannins melting into the fruit. Ready to drink now. Glass stopper.";NA;"88";"13";"Burgenland";NA;"Rogеr Voss";"Zantho 2009 St. Laurent (Burgenland)";"St. Laurent";"Zantho"
"118409";"Austria";"Hints of lovage tantalize on the nose. The palate is soft and generous. Juicy pear and a pervading spiciness of white pepper create savory layers.";"Hausberg";"89";NA;"Weinviertel";NA;"Annе Krеbiеhl MW";"Martinshof 2012 Hausberg Grüner Veltliner (Weinviertel)";"Grüner Veltliner";"Martinshof"
"118403";"Austria";"The headiness of rose petal irrepressible and dominates the nose and palate. This has the full varietal force of Traminer and is ideal for those who love medium acidity and the floral style of this fragrant wine.";"Senftenberg";"89";"30";"Niederösterreich";NA;"Annе Krеbiеhl MW";"Proidl 2012 Senftenberg Traminer (Niederösterreich)";"Traminer";"Proidl"
"118402";"Austria";"Some tropical passionfruit notes manage to appear despite the aromatic restraint, on the palate they find their expression, but are balanced by fresh lemony flavors that are almost thirst-quenching in this cracking and slender wine.";"Steirische Klassik";"89";NA;"Südsteiermark";NA;"Anne Krebiehl MW";"Gross 2012 Steirische Klassik Sauvignon Blanc (Südsteiermark)";"Sauvignon Blanc";"Gross"
"118399";"Austria";"Earthy, tentative notes of Portabella mushrooms and undergrowth promise a subtle wine and the gentle palate does not disappoint. Medium-bodied but rounded, it has continental freshness. This is not showy or fruit-driven, but a distinct varietal expression of indigenous Rotgipfler that was made for the table.";"Premium";"89";NA;"Thermenregion";NA;"Annе Krеbiеhl MW";"Fischer 2012 Premium Rotgipfler (Thermenregion)";"Rotgipfler";"Fischer"
"118390";"Austria";"ipe red apples and an appealing, tangy grapefruit touch make this a delicious proposition for pairing with meals.";"Alte Reben";"89";"35";"Wagram-Donauland";NA;"Anne Krebiehl MW";"Anton Bauer 2012 Alte Reben Riesling (Wagram-Donauland)";"Riesling";"Anton Bauer"
"118390";"Austria";"ipe red apples and an appealing, tangy grapefruit touch make this a delicious proposition for pairing with meals.";"Alte Reben";"89";"35";"Wagram-Donauland";NA;"Annе Krеbiеhl MW";"Anton Bauer 2012 Alte Reben Riesling (Wagram-Donauland)";"Riesling";"Anton Bauer"
"117852";"Austria";"From the Heideboden vineyard, this mineral, structured wine has serious, dark fruits and an initial austerity. Spice, firm tannins and a dark character offer the potential for aging over a good few years–give it at least 4. Screwcap.";"Heideboden";"88";"17";"Burgenland";NA;"Roger Voss";"Nittnaus Hans und Christine 2011 Heideboden Zweigelt (Burgenland)";"Zweigelt";"Nittnaus Hans und Christine"
"117849";"Austria";"The wine served at Vienna's famed Opera Ball, this is crisp, herbaceous with apple and citrus fruits already showing a totally refreshing character. It would benefit from a few months in bottle. Screwcap.";"Kellermeister Privat Kremser Goldberg";"88";"18";"Kremstal";NA;"Roger Voss";"Winzer Krems 2012 Kellermeister Privat Kremser Goldberg Grüner Veltliner (Kremstal)";"Grüner Veltliner";"Winzer Krems"
"117838";"Austria";"Sweet and dry, this is a wine that shows its botrytis fruit character right up front. That's paired with orange marmalade and honey to give richness. The finish is light and crisp with acidity.";"Beerenauslese";"88";NA;"Burgenland";NA;"Roger Voss";"Höpler NV Beerenauslese White (Burgenland)";"Austrian white blend";"Höpler"
"117837";"Austria";"Riesling is a rare visitor in the warm climate of Burgenland. But its delicious perfumed acidity is all there, bringing out white peach and lime flavors. Crisp and likely to benefit from a year's aging. Screwcap.";NA;"88";NA;"Burgenland";NA;"Roger Voss";"Höpler 2011 Riesling (Burgenland)";"Riesling";"Höpler"
"117837";"Austria";"Riesling is a rare visitor in the warm climate of Burgenland. But its delicious perfumed acidity is all there, bringing out white peach and lime flavors. Crisp and likely to benefit from a year's aging. Screwcap.";NA;"88";NA;"Burgenland";NA;"Rоgеr Vоss";"Höpler 2011 Riesling (Burgenland)";"Riesling";"Höpler"
"117819";"Austria";"Tight citrus and apple fruits give a distinct texture to this single-vineyard wine. It has young acidity that will soften in a few months, layered with grapefruit and green apples. Screwcap.";"Von den Rieden";"88";"23";"Niederösterreich";NA;"Roger Voss";"H. & M. Hofer 2010 Von den Rieden Grüner Veltliner (Niederösterreich)";"Grüner Veltliner";"H. & M. Hofer"
"117808";"Austria";"An apple-oriented wine, with a concentrated extra core. There is an earthy edge here, packed with acidity, offering some classic Grüner spice, while keeping the wine rich. Screwcap.";"Hermanschachtern";"88";NA;"Weinviertel";NA;"Roger Voss";"Ebner-Ebenauer 2010 Hermanschachtern Grüner Veltliner (Weinviertel)";"Grüner Veltliner";"Ebner-Ebenauer"
"117453";"Austria";"On the earthy side of Zweigelt, this is a firm wine, showing spice and meatiness. The fruit is fresh and easy, the tannins soft, but there is also a rustic character. Screwcap.";"Classic";"84";"17";"Burgenland";NA;"Roger Voss";"Iby 2008 Classic Zweigelt (Burgenland)";"Zweigelt";"Iby"
"117453";"Austria";"On the earthy side of Zweigelt, this is a firm wine, showing spice and meatiness. The fruit is fresh and easy, the tannins soft, but there is also a rustic character. Screwcap.";"Classic";"84";"17";"Burgenland";NA;"Roger Voss";"Iby 2008 Classic Zweigelt (Burgenland)";"Zweigelt";"Iby"
"117348";"Austria";"This concentrated effort boasts rich, ripe yellow-fruit and citrus flavors as well as fine acidity. It is packed with fruit, but it also has a firm, steely, nervy texture. It should be aged for 2–3 years, maybe more, for maximum effect.";"Steinberg";"90";"22";"Niederösterreich";NA;"Rоger Vоss";"Pratsch 2011 Steinberg Grüner Veltliner (Niederösterreich)";"Grüner Veltliner";"Pratsch"
"117348";"Austria";"This concentrated effort boasts rich, ripe yellow-fruit and citrus flavors as well as fine acidity. It is packed with fruit, but it also has a firm, steely, nervy texture. It should be aged for 2–3 years, maybe more, for maximum effect.";"Steinberg";"90";"22";"Niederösterreich";NA;"Rоger Vоss";"Pratsch 2011 Steinberg Grüner Veltliner (Niederösterreich)";"Grüner Veltliner";"Pratsch"
"117309";"Austria";"A very subtle nose slowly reveals peppery ivy notes and freshly cut peel of Conference pear. This is altogether very subtle but no less intriguing with a central thread of pure citrus focus. There is concentration and a lovely lick of enticing fresh pear fruit. Slender but beautiful.";"Steinagrund";"90";"16";"Wagram";NA;"Anne Krebiehl MW";"Leth 2014 Steinagrund Grüner Veltliner (Wagram)";"Grüner Veltliner";"Leth"
"117309";"Austria";"A very subtle nose slowly reveals peppery ivy notes and freshly cut peel of Conference pear. This is altogether very subtle but no less intriguing with a central thread of pure citrus focus. There is concentration and a lovely lick of enticing fresh pear fruit. Slender but beautiful.";"Steinagrund";"90";"16";"Wagram";NA;"Anne Krebiehl MW";"Leth 2014 Steinagrund Grüner Veltliner (Wagram)";"Grüner Veltliner";"Leth"
"117302";"Austria";"A wonderful combination of fresh, green pears, yeasty roundness and citrus tone. This is a sleek, zesty and refreshing Grüner, its chief markers are lemony freshness and a slender, linear and impactful palate with a whistle-clean finish.";"Per Due";"90";"13";"Kremstal";NA;"Annе Krеbiеhl MW";"Hermann Moser 2014 Per Due Grüner Veltliner (Kremstal)";"Grüner Veltliner";"Hermann Moser"
"117301";"Austria";"The intensity of elder blossom in full flower, dusty with pollen, forms a lasting impression on the nose and carries seamlessly onto the palate where it is joined and tempered by lemony freshness and a brisk, refreshing core of lemony acidity. This is heady and unusual: It speaks both of its aromatic variety and its steep, stony site.";"Steinriegl";"91";"20";"Südsteiermark";NA;"Annе Krеbiеhl MW";"Wohlmuth 2014 Steinriegl Gelber Muskateller (Südsteiermark)";"Gelber Muskateller";"Wohlmuth"
"117297";"Austria";"Grassy notes with overtones of nettle and elderflower are joined by rounder, yeastier notes on the palate that also make for a softer, toned-down texture that counters the greenish flavors beautifully. The interplay between those two poles, enlivened by citrus, makes for great, appetizing drinking that finishes in lemony zing.";"Steirische Klassik";"91";NA;"Südsteiermark";NA;"Annе Krеbiеhl MW";"Gross 2014 Steirische Klassik Sauvignon Blanc (Südsteiermark)";"Sauvignon Blanc";"Gross"
"117286";"Austria";"While the nose of this purplish red is almost closed, the palate conveys lots of pepper-spiced black cherry tamed by slight but pleasantly textured tannins that lend slender structure. There is freshness, balance and verve in this unusual blend of Austrian everyman Zweigelt and silky Pinot Noir. An intriguing blend that keeps you coming back for more.";"Vorgeschmack";"91";NA;"Niederösterreich";NA;"Anne Krebiehl MW";"Arndorfer 2013 Vorgeschmack Red (Niederösterreich)";"Red Blend";"Arndorfer"
"117283";"Austria";"An intriguing nose displays rustic earthiness, damp soil and ripe notes of banana and pineapple. The palate continues this incongruous yet delicious theme and impresses with a slender but concentrated body and toothsome texture. What a beauty.";"Sandgrube";"91";"17";"Kremstal";NA;"Anne Krebiehl MW";"Aigner 2014 Sandgrube Grüner Veltliner (Kremstal)";"Grüner Veltliner";"Aigner"
"117005";"Austria";"Very lightly textured, this fruity, fresh wine has a hint of caramel to accent flavors of citrus and red berries. The aftertaste is clean and always packed with fruit. Screwcap.";NA;"86";"12";"Steiermark";NA;"Rоgеr Vоss";"Strauss 2012 Rosé (Steiermark)";"Rosé";"Strauss"
"117003";"Austria";"More fruity than herbaceous, this is a green and citrus fruit flavored wine, crisp and bright. It has a fine, tight streak of acidity that also hints of more tropical flavors. Ready to drink. Screwcap.";NA;"86";NA;"Carnuntum";NA;"Roger Voss";"Glatzer 2011 Sauvignon Blanc (Carnuntum)";"Sauvignon Blanc";"Glatzer"
"117003";"Austria";"More fruity than herbaceous, this is a green and citrus fruit flavored wine, crisp and bright. It has a fine, tight streak of acidity that also hints of more tropical flavors. Ready to drink. Screwcap.";NA;"86";NA;"Carnuntum";NA;"Roger Voss";"Glatzer 2011 Sauvignon Blanc (Carnuntum)";"Sauvignon Blanc";"Glatzer"
"116994";"Austria";"This heavily wood-aged wine shows layers of concentrated toast, extracted chocolate and black plum flavors. The wine is big and rich with a bitterness coming from the wood. It needs another 2–3 years to round out fully.";"Evolution";"86";NA;"Burgenland";NA;"Rоgеr Vоss";"Arachon 2009 Evolution Red (Burgenland)";"Austrian Red Blend";"Arachon"
"116972";"Austria";"Poised, ripe wine that revels in its richness allied to a tight texture of apples skins, white currants and juicy acidity. An edge of pepper gives extra interest and brings out the dry nature of the wine.";"Mandel-Höh";"91";NA;"Thermenregion";NA;"Roger Voss";"Stadlmann 2008 Mandel-Höh Zierfandler (Thermenregion)";"Zierfandler";"Stadlmann"
